Departamento,Municipio,Centro_Poblado,Latitud,Longitud,Tipo,Pregunta
SUCRE,OVEJAS,SAN FRANCISCO,"9,601880","-75,180190",11487,"¿Cómo se califica SAN FRANCISCO; OVEJAS; SUCRE; 9,601880; -75,180190 ; 11487; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,GIRARDOTA,LA CALLE,"6,397970","-75,434500",1266,"¿Cómo se califica LA CALLE; GIRARDOTA; ANTIOQUIA; 6,397970; -75,434500 ; 1266; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,QUINTAS DE SERREZUELA,"4,701890","-74,231550",484,"¿Cómo se califica QUINTAS DE SERREZUELA; MOSQUERA; CUNDINAMARCA; 4,701890; -74,231550 ; 484; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,CAROLINA,"8,467950","-75,608770",8407,"¿Cómo se califica CAROLINA; PLANETA RICA; CÓRDOBA; 8,467950; -75,608770 ; 8407; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,MINAS DEL VAPOR,"6,467530","-74,616430",6614,"¿Cómo se califica MINAS DEL VAPOR; PUERTO BERRÍO; ANTIOQUIA; 6,467530; -74,616430 ; 6614; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,LOS CERROS,"8,510490","-75,645290",8420,"¿Cómo se califica LOS CERROS; PLANETA RICA; CÓRDOBA; 8,510490; -75,645290 ; 8420; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PUERTO COLOMBIA,PUERTO COLOMBIA,"11,014120","-74,844940",14411,"¿Cómo se califica PUERTO COLOMBIA; PUERTO COLOMBIA; ATLÁNTICO; 11,014120; -74,844940 ; 14411; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,DAMASCO,"9,576570","-75,197940",13514,"¿Cómo se califica DAMASCO; OVEJAS; SUCRE; 9,576570; -75,197940 ; 13514; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,QUINTAS DE SERREZUELA,"4,690820","-74,247700",10010,"¿Cómo se califica QUINTAS DE SERREZUELA; MOSQUERA; CUNDINAMARCA; 4,690820; -74,247700 ; 10010; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,GUADALAJARA DE BUGA,LA CAMPIÑA,"3,923320","-76,290640",840,"¿Cómo se califica LA CAMPIÑA; GUADALAJARA DE BUGA; VALLE DEL CAUCA; 3,923320; -76,290640 ; 840; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,OVEJAS,PEDREGAL,"9,549260","-75,217060",13459,"¿Cómo se califica PEDREGAL; OVEJAS; SUCRE; 9,549260; -75,217060 ; 13459; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,CRUCE PALAGUA,"6,102330","-74,553850",5478,"¿Cómo se califica CRUCE PALAGUA; PUERTO BOYACÁ; BOYACÁ; 6,102330; -74,553850 ; 5478; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,KILÓMETRO 25,"5,771590","-74,615880",5099,"¿Cómo se califica KILÓMETRO 25; PUERTO BOYACÁ; BOYACÁ; 5,771590; -74,615880 ; 5099; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LA APARTADA,PUERTO CÓRDOBA,"8,060710","-75,347830",7970,"¿Cómo se califica PUERTO CÓRDOBA; LA APARTADA; CÓRDOBA; 8,060710; -75,347830 ; 7970; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,PUERTO SERVIEZ,"6,197400","-74,558940",5551,"¿Cómo se califica PUERTO SERVIEZ; PUERTO BOYACÁ; BOYACÁ; 6,197400; -74,558940 ; 5551; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PAMPLONA,"8,330480","-75,546010",8244,"¿Cómo se califica PAMPLONA; PLANETA RICA; CÓRDOBA; 8,330480; -75,546010 ; 8244; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,PALMIRA,AMAIME,"3,585380","-76,322660",197,"¿Cómo se califica AMAIME; PALMIRA; VALLE DEL CAUCA; 3,585380; -76,322660 ; 197; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
TOLIMA,IBAGUÉ,LOS TÚNELES,"4,408680","-75,280910",5324,"¿Cómo se califica LOS TÚNELES; IBAGUÉ; TOLIMA; 4,408680; -75,280910 ; 5324; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,LAS PELONAS,"8,429200","-75,557770",8257,"¿Cómo se califica LAS PELONAS; PLANETA RICA; CÓRDOBA; 8,429200; -75,557770 ; 8257; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,MORRO COLORADO,"5,687510","-74,610900",5014,"¿Cómo se califica MORRO COLORADO; PUERTO SALGAR; CUNDINAMARCA; 5,687510; -74,610900 ; 5014; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,PARCELACIÓN COLINAS DE PAIMADÓ,"6,154590","-75,436210",900,"¿Cómo se califica PARCELACIÓN COLINAS DE PAIMADÓ; RIONEGRO; ANTIOQUIA; 6,154590; -75,436210 ; 900; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,MORRO COLORADO,"5,706820","-74,618290",4720,"¿Cómo se califica MORRO COLORADO; PUERTO SALGAR; CUNDINAMARCA; 5,706820; -74,618290 ; 4720; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MOSQUERA,PENCAL,"4,677060","-74,338350",9440,"¿Cómo se califica PENCAL; MOSQUERA; CUNDINAMARCA; 4,677060; -74,338350 ; 9440; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,PONEDERA,"10,617500","-74,767280",13316,"¿Cómo se califica PONEDERA; PONEDERA; ATLÁNTICO; 10,617500; -74,767280 ; 13316; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PLANETA RICA,PLANETA RICA,"8,401550","-75,570430",8331,"¿Cómo se califica PLANETA RICA; PLANETA RICA; CÓRDOBA; 8,401550; -75,570430 ; 8331; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,ITAGÜÍ,EL PORVENIR,"6,182180","-75,589450",117,"¿Cómo se califica EL PORVENIR; ITAGÜÍ; ANTIOQUIA; 6,182180; -75,589450 ; 117; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PALMAR DE VARELA,PALMAR DE VARELA,"10,705010","-74,750530",13421,"¿Cómo se califica PALMAR DE VARELA; PALMAR DE VARELA; ATLÁNTICO; 10,705010; -74,750530 ; 13421; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,REMEDIOS,OTÚ,"6,992360","-74,762810",8014,"¿Cómo se califica OTÚ; REMEDIOS; ANTIOQUIA; 6,992360; -74,762810 ; 8014; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,PARCELACIÓN VEGAS DE GUADALCANAL,"6,152060","-75,400110",1057,"¿Cómo se califica PARCELACIÓN VEGAS DE GUADALCANAL; RIONEGRO; ANTIOQUIA; 6,152060; -75,400110 ; 1057; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,EL VIAJANO,"8,615920","-75,482710",10830,"¿Cómo se califica EL VIAJANO; SAHAGÚN; CÓRDOBA; 8,615920; -75,482710 ; 10830; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO TRIUNFO,PUERTO TRIUNFO,"5,881760","-74,615530",4471,"¿Cómo se califica PUERTO TRIUNFO; PUERTO TRIUNFO; ANTIOQUIA; 5,881760; -74,615530 ; 4471; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PONEDERA,PUERTO GIRALDO,"10,483230","-74,825080",13188,"¿Cómo se califica PUERTO GIRALDO; PONEDERA; ATLÁNTICO; 10,483230; -74,825080 ; 13188; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,EL VARAL,"8,527950","-75,504850",8565,"¿Cómo se califica EL VARAL; PUEBLO NUEVO; CÓRDOBA; 8,527950; -75,504850 ; 8565; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,LOS PALMITOS,LOS PALMITOS,"9,371890","-75,272920",10822,"¿Cómo se califica LOS PALMITOS; LOS PALMITOS; SUCRE; 9,371890; -75,272920 ; 10822; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,EL VARAL,"8,527950","-75,504850",10651,"¿Cómo se califica EL VARAL; PUEBLO NUEVO; CÓRDOBA; 8,527950; -75,504850 ; 10651; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,CONDOMINIO SIERRAS DE MAYORI,"6,172510","-75,436790",859,"¿Cómo se califica CONDOMINIO SIERRAS DE MAYORI; RIONEGRO; ANTIOQUIA; 6,172510; -75,436790 ; 859; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,COLOMBOY,"8,728340","-75,495960",11244,"¿Cómo se califica COLOMBOY; SAHAGÚN; CÓRDOBA; 8,728340; -75,495960 ; 11244; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,GUAIMARO,"8,835190","-75,482560",9413,"¿Cómo se califica GUAIMARO; SAHAGÚN; CÓRDOBA; 8,835190; -75,482560 ; 9413; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,BARRO BLANCO,"6,151440","-75,415110",1000,"¿Cómo se califica BARRO BLANCO; RIONEGRO; ANTIOQUIA; 6,151440; -75,415110 ; 1000; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,PUERTO BERRÍO,"6,511300","-74,423410",6023,"¿Cómo se califica PUERTO BERRÍO; PUERTO BERRÍO; ANTIOQUIA; 6,511300; -74,423410 ; 6023; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PUERTO COLOMBIA,PUERTO COLOMBIA,"11,014120","-74,844940",16496,"¿Cómo se califica PUERTO COLOMBIA; PUERTO COLOMBIA; ATLÁNTICO; 11,014120; -74,844940 ; 16496; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,TIERRALTA,"9,085450","-75,820220",9281,"¿Cómo se califica TIERRALTA; LORICA; CÓRDOBA; 9,085450; -75,820220 ; 9281; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,PUEBLO NUEVO,"8,479360","-75,518850",10553,"¿Cómo se califica PUEBLO NUEVO; PUEBLO NUEVO; CÓRDOBA; 8,479360; -75,518850 ; 10553; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SABANETA,SABANETA,"6,151990","-75,627340",143,"¿Cómo se califica SABANETA; SABANETA; ANTIOQUIA; 6,151990; -75,627340 ; 143; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,EL VIAJANO,"8,615920","-75,482710",8744,"¿Cómo se califica EL VIAJANO; SAHAGÚN; CÓRDOBA; 8,615920; -75,482710 ; 8744; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,SAN PEDRO,GUAYABAL,"4,006390","-76,224800",1000,"¿Cómo se califica GUAYABAL; SAN PEDRO; VALLE DEL CAUCA; 4,006390; -76,224800 ; 1000; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,KILÓMETRO 32,"8,689260","-75,496080",11109,"¿Cómo se califica KILÓMETRO 32; SAHAGÚN; CÓRDOBA; 8,689260; -75,496080 ; 11109; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,KILÓMETRO 25,"5,826380","-74,585480",4564,"¿Cómo se califica KILÓMETRO 25; PUERTO BOYACÁ; BOYACÁ; 5,826380; -74,585480 ; 4564; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO BERRÍO,MALENA,"6,489480","-74,464780",6098,"¿Cómo se califica MALENA; PUERTO BERRÍO; ANTIOQUIA; 6,489480; -74,464780 ; 6098; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,EL ROSAL,EL ROSAL,"4,847070","-74,268970",8559,"¿Cómo se califica EL ROSAL; EL ROSAL; CUNDINAMARCA; 4,847070; -74,268970 ; 8559; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,EL TRIQUE,"5,826990","-74,585240",5187,"¿Cómo se califica EL TRIQUE; PUERTO BOYACÁ; BOYACÁ; 5,826990; -74,585240 ; 5187; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,KILÓMETRO 34,"8,662090","-75,495510",11031,"¿Cómo se califica KILÓMETRO 34; SAHAGÚN; CÓRDOBA; 8,662090; -75,495510 ; 11031; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,LA BALSA,"8,781130","-75,498030",11365,"¿Cómo se califica LA BALSA; SAHAGÚN; CÓRDOBA; 8,781130; -75,498030 ; 11365; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,EL ROBLE,"8,869380","-75,463830",11551,"¿Cómo se califica EL ROBLE; SAHAGÚN; CÓRDOBA; 8,869380; -75,463830 ; 11551; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,BRUSELAS,"8,706900","-75,496490",9100,"¿Cómo se califica BRUSELAS; SAHAGÚN; CÓRDOBA; 8,706900; -75,496490 ; 9100; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,PUEBLO NUEVO,LA MAGDALENA,"8,591990","-75,486890",8691,"¿Cómo se califica LA MAGDALENA; PUEBLO NUEVO; CÓRDOBA; 8,591990; -75,486890 ; 8691; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,KILÓMETRO DOS Y MEDIO,"5,908080","-74,563800",5279,"¿Cómo se califica KILÓMETRO DOS Y MEDIO; PUERTO BOYACÁ; BOYACÁ; 5,908080; -74,563800 ; 5279; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FUNZA,EL COCLI,"4,737660","-74,245750",571,"¿Cómo se califica EL COCLI; FUNZA; CUNDINAMARCA; 4,737660; -74,245750 ; 571; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO NARE,LAS ANGELITAS,"6,017110","-74,562000",5395,"¿Cómo se califica LAS ANGELITAS; PUERTO NARE; ANTIOQUIA; 6,017110; -74,562000 ; 5395; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,SABANETA,SABANETA,"6,151990","-75,627340",143,"¿Cómo se califica SABANETA; SABANETA; ANTIOQUIA; 6,151990; -75,627340 ; 143; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,SAN ANDRESITO,"8,637930","-75,486500",10906,"¿Cómo se califica SAN ANDRESITO; SAHAGÚN; CÓRDOBA; 8,637930; -75,486500 ; 10906; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,SAN PEDRO,PRESIDENTE,"3,959350","-76,265680",922,"¿Cómo se califica PRESIDENTE; SAN PEDRO; VALLE DEL CAUCA; 3,959350; -76,265680 ; 922; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,LA YE,"8,810310","-75,507600",9346,"¿Cómo se califica LA YE; SAHAGÚN; CÓRDOBA; 8,810310; -75,507600 ; 9346; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FACATATIVÁ,LOS ANDES,"4,854450","-74,415040",1035,"¿Cómo se califica LOS ANDES; FACATATIVÁ; CUNDINAMARCA; 4,854450; -74,415040 ; 1035; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,PUERTO SALGAR,PUERTO SALGAR,"5,513170","-74,637510",4806,"¿Cómo se califica PUERTO SALGAR; PUERTO SALGAR; CUNDINAMARCA; 5,513170; -74,637510 ; 4806; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,LOS PALMITOS,EL COLEY,"9,355290","-75,283870",10781,"¿Cómo se califica EL COLEY; LOS PALMITOS; SUCRE; 9,355290; -75,283870 ; 10781; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,LORICA,PALO DE AGUA,"9,149460","-75,836830",9333,"¿Cómo se califica PALO DE AGUA; LORICA; CÓRDOBA; 9,149460; -75,836830 ; 9333; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,LAS AGUADITAS,"8,762370","-75,493010",11327,"¿Cómo se califica LAS AGUADITAS; SAHAGÚN; CÓRDOBA; 8,762370; -75,493010 ; 11327; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,GUAIMARO,"8,835190","-75,482560",11499,"¿Cómo se califica GUAIMARO; SAHAGÚN; CÓRDOBA; 8,835190; -75,482560 ; 11499; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAN PELAYO,CARRILLO,"8,972050","-75,834610",9168,"¿Cómo se califica CARRILLO; SAN PELAYO; CÓRDOBA; 8,972050; -75,834610 ; 9168; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOLÍVAR,SAN JACINTO,SAN JACINTO,"9,774540","-75,130300",11907,"¿Cómo se califica SAN JACINTO; SAN JACINTO; BOLÍVAR; 9,774540; -75,130300 ; 11907; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOYACÁ,PUERTO BOYACÁ,PUERTO BOYACÁ,"5,962740","-74,564100",5340,"¿Cómo se califica PUERTO BOYACÁ; PUERTO BOYACÁ; BOYACÁ; 5,962740; -74,564100 ; 5340; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,SABANAGRANDE,SABANAGRANDE,"10,775480","-74,764190",13538,"¿Cómo se califica SABANAGRANDE; SABANAGRANDE; ATLÁNTICO; 10,775480; -74,764190 ; 13538; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,MADRID,EL CORZO,"4,750370","-74,293760",659,"¿Cómo se califica EL CORZO; MADRID; CUNDINAMARCA; 4,750370; -74,293760 ; 659; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,PALMIRA,LA HERRADURA,"3,574350","-76,321950",178,"¿Cómo se califica LA HERRADURA; PALMIRA; VALLE DEL CAUCA; 3,574350; -76,321950 ; 178; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOLÍVAR,SAN JACINTO,SAN JACINTO,"9,774540","-75,130300",13992,"¿Cómo se califica SAN JACINTO; SAN JACINTO; BOLÍVAR; 9,774540; -75,130300 ; 13992; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,PARCELACIÓN TORRE MOLINOS,"6,143020","-75,433620",939,"¿Cómo se califica PARCELACIÓN TORRE MOLINOS; RIONEGRO; ANTIOQUIA; 6,143020; -75,433620 ; 939; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,SASAIMA,SANTA INÉS,"4,912110","-74,421290",1687,"¿Cómo se califica SANTA INÉS; SASAIMA; CUNDINAMARCA; 4,912110; -74,421290 ; 1687; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,NUEVA ESPERANZA,"8,954130","-75,454510",9633,"¿Cómo se califica NUEVA ESPERANZA; SAHAGÚN; CÓRDOBA; 8,954130; -75,454510 ; 9633; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,PUERTO COLOMBIA,SALGAR,"11,010440","-74,908700",14481,"¿Cómo se califica SALGAR; PUERTO COLOMBIA; ATLÁNTICO; 11,010440; -74,908700 ; 14481; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,RIONEGRO,JAMAICA PARCELACIÓN CAMPESTRE,"6,183270","-75,462560",746,"¿Cómo se califica JAMAICA PARCELACIÓN CAMPESTRE; RIONEGRO; ANTIOQUIA; 6,183270; -75,462560 ; 746; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,MEDELLÍN,MEDIA LUNA,"6,225640","-75,550340",651,"¿Cómo se califica MEDIA LUNA; MEDELLÍN; ANTIOQUIA; 6,225640; -75,550340 ; 651; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,PUERTO TRIUNFO,LA MERCEDES,"5,916940","-74,782380",4167,"¿Cómo se califica LA MERCEDES; PUERTO TRIUNFO; ANTIOQUIA; 5,916940; -74,782380 ; 4167; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,SAHAGÚN,SAHAGÚN,"8,896410","-75,456570",9484,"¿Cómo se califica SAHAGÚN; SAHAGÚN; CÓRDOBA; 8,896410; -75,456570 ; 9484; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,SAMPUÉS,CALLE FRÍA (SAMPUES),"9,228040","-75,412570",10297,"¿Cómo se califica CALLE FRÍA (SAMPUES); SAMPUÉS; SUCRE; 9,228040; -75,412570 ; 10297; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,SOLEDAD,SOLEDAD,"10,885600","-74,769420",15926,"¿Cómo se califica SOLEDAD; SOLEDAD; ATLÁNTICO; 10,885600; -74,769420 ; 15926; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
